Cage,Cage_True,Time_Caging,Week,Treatment,Channel,Species,Common_Name,Vol_disp,Vol_empty_beaker,Vol_animal,Vol_water,WetWeight_g,WetWeight_kg,WW_MR_ml.h.g,MO2_ml.h,rsqrt,Run_#,Chamer size,Start,End,Run_Date,DeltaT_start,DeltaT_end,Notes,N_Dusky,Quality
4,4,Start,Week 2,Macrocystis,7,Mesocentrotus franciscanus,Red sea urchin,515,500,15,615,19.44,0.01944,0.01832144,0.3561688,1,6,630ml,10:50,11:26,08/04/2021,211,250,,,
5,5,Start,Week 2,Macrocystis,10,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,15.15,0.01515,0.02062271,0.3124341,0.99,21,240ml,12:45,13:15,09/04/2021,320,348,Used D1Channel10 for background resp (broken sensor),,
3,3,Start,Week 2,Saccharina,8,Strongylocentrotus purpuratus,Purple sea urchin,520,500,20,220,28.86,0.02886,0.01089278,0.3143658,0.99,29,240ml,7:35,8:40,10/04/2021,3800,4619,kept Ch10 running after others finished; switched Ch8 urchin to smaller chamebr at 8:15,,
9,9,Start,Week 2,Unfed,8,Pomaulax gibberosus,Red turban snail,320,300,20,220,31.82,0.03182,0.007935921,0.2481568,0.99,35,240ml,12:33,13:35,10/04/2021,10889,14630,,,
8,8,Start,Week 2,Unfed,8,Pomaulax gibberosus,Red turban snail,310,300,10,230,17.2,0.0172,0.01425133,0.2451229,0.98,25,240ml,16:20,17:10,09/04/2021,534,560,Used D1Channel10 for background resp (broken sensor),,
4,4,Start,Week 2,Macrocystis,6,Mesocentrotus franciscanus,Red sea urchin,540,500,40,590,53.69,0.05369,0.009933747,0.5333429,1,6,630ml,10:50,11:26,08/04/2021,211,250,,,
9,9,Start,Week 2,Unfed,1,Pomaulax gibberosus,Red turban snail,320,300,20,220,24.02,0.02402,0.00999027,0.2399663,0.98,34,240ml,11:35,12:15,10/04/2021,10243,12569,,,
6,6,End,Week 7,Macrocystis,4,Pomaulax gibberosus,Red turban snail,510,500,10,230,22.76,0.02276,0.01524365,0.3329418,0.99,76,240ml,11:05,11:30,15/05/2021,9689,11292,,,
5,5,End,Week 7,Macrocystis,8,Pomaulax gibberosus,Red turban snail,315,300,15,225,19.3,0.0193,0.01747851,0.3372985,0.99,61,240ml,10:55,11:17,14/05/2021,11377,12647,,,
5,5,End,Week 7,Macrocystis,3,Mesocentrotus franciscanus,Red sea urchin,315,300,15,225,17.4,0.0174,0.01939108,0.337392,0.99,62,240ml,11:30,12:15,14/05/2021,12793,15597,,,
6,6,End,Week 7,Macrocystis,7,Pomaulax gibberosus,Red turban snail,510,500,10,230,24.65,0.02465,0.01407332,0.3469977,0.99,76,240ml,11:05,11:30,15/05/2021,7449,9052,,,
6,6,Start,Week 2,Macrocystis,5,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,17.64,0.01764,0.01982167,0.3496543,0.99,41,240ml,17:08,17:45,10/04/2021,24358,26659,,,
3,3,End,Week 7,Saccharina,6,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,16.64,0.01664,0.02114453,0.3516706,0.99,71,240ml,7:56,8:20,15/05/2021,1847,3286,,,
6,6,Start,Week 2,Macrocystis,1,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,18.52,0.01852,0.01912732,0.354238,0.99,41,240ml,17:08,17:45,10/04/2021,26179,28480,,,
9,9,End,Week 7,Unfed,2,Strongylocentrotus purpuratus,Purple sea urchin,320,300,20,220,39.31,0.03931,0.009111877,0.3581822,0.99,81,240ml,15:00,15:35,15/05/2021,18711,20653,,,
2,2,End,Week 7,Saccharina,9,Pomaulax gibberosus,Red turban snail,310,300,10,230,15.22,0.01522,0.02446797,0.3724591,0.99,56,240ml,7:50,8:15,14/05/2021,0,1464,,,
4,4,Start,Week 2,Macrocystis,9,Mesocentrotus franciscanus,Red sea urchin,520,500,20,610,27.05,0.02705,0.02145973,0.5804858,1,6,630ml,10:50,11:26,08/04/2021,211,250,,,
4,4,Start,Week 2,Macrocystis,3,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,65.72,0.06572,0.0114666,0.7535851,1,6,630ml,10:50,11:26,08/04/2021,211,250,,,
6,6,End,Week 7,Macrocystis,6,Pomaulax gibberosus,Red turban snail,510,500,10,230,23.87,0.02387,0.01674068,0.3995779,0.99,76,240ml,11:05,11:30,15/05/2021,7448,9051,,,
9,9,End,Week 7,Unfed,4,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,64.89,0.06489,0.005668442,0.4079585,0.99,78,630ml,15:40,16:40,15/05/2021,20655,24137,,,
3,3,Start,Week 2,Saccharina,2,Pomaulax gibberosus,Red turban snail,315,300,15,225,25.92,0.02592,0.009058306,0.2347913,0.97,31,240ml,9:55,10:25,10/04/2021,6649,8362,,,
9,9,End,Week 7,Unfed,8,Strongylocentrotus purpuratus,Purple sea urchin,545,500,45,585,51.12,0.05112,0.008346336,0.4147898,0.99,78,630ml,15:40,16:40,15/05/2021,18414,21087,,,
1,1,End,Week 7,Saccharina,9,Pomaulax gibberosus,Red turban snail,320,300,20,220,18.47,0.01847,0.02247046,0.4150294,0.99,44,240ml,8:10,8:40,13/05/2021,79,108,,,
3,3,Start,Week 2,Saccharina,7,Pomaulax gibberosus,Red turban snail,330,300,30,210,35.48,0.03548,0.006507647,0.2308913,0.99,30,240ml,8:50,9:50,10/04/2021,3178,5302,,,
8,8Extra,End,Week 7,Unfed,5,Mesocentrotus franciscanus,Red sea urchin,515,500,15,615,33.63,0.03363,0.01277179,0.4295294,0.99,68,630ml,16:20,17:05,14/05/2021,27770,29772,,,
2,2,End,Week 7,Saccharina,8,Pomaulax gibberosus,Red turban snail,315,300,15,225,20.97,0.02097,0.02054418,0.4306959,0.99,56,240ml,7:50,8:15,14/05/2021,3012,4470,,,
6,6,End,Week 7,Macrocystis,4,Mesocentrotus franciscanus,Red sea urchin,315,300,15,225,19.37,0.01937,0.02776399,0.4316024,0.99,77,240ml,11:41,12:15,15/05/2021,11293,12715,,,
7,7,End,Week 7,Unfed,5,Mesocentrotus franciscanus,Red sea urchin,550,500,50,580,62.15,0.06215,0.007094227,0.4409062,0.99,52,630ml,14:20,15:30,13/05/2021,448,513,,,
2,2,End,Week 7,Saccharina,2,Mesocentrotus franciscanus,Red sea urchin,315,300,15,225,15.82,0.01582,0.02835191,0.4485272,0.99,58,240ml,8:20,9:00,14/05/2021,4616,7024,,,
4,4,Start,Week 2,Macrocystis,8,Mesocentrotus franciscanus,Red sea urchin,555,500,55,575,69.09,0.06909,0.01260631,0.8709697,1,6,630ml,10:50,11:26,08/04/2021,211,250,,,
8,8,Start,Week 2,Unfed,2,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,60.21,0.06021,0.00756852,0.4526848,0.99,26,630ml,17:20,18:00,09/04/2021,594,635,Used D1Channel10 for background resp (broken sensor),,
3,3,End,Week 7,Saccharina,9,Mesocentrotus franciscanus,Red sea urchin,305,300,5,235,12.04,0.01204,0.03795551,0.4570837,0.99,72,240ml,9:20,9:45,15/05/2021,3313,4682,,,
1,1,End,Week 7,Saccharina,2,Pomaulax gibberosus,Red turban snail,320,300,20,220,35.87,0.03587,0.01054644,0.4595729,0.99,45,240ml,8:48,9:10,13/05/2021,114,130,,,
3,3,End,Week 7,Saccharina,8,Mesocentrotus franciscanus,Red sea urchin,305,300,5,235,10.97,0.01097,0.04215175,0.4624047,0.99,72,240ml,9:20,9:45,15/05/2021,3654,4602,,,
5,5,End,Week 7,Macrocystis,9,Pomaulax gibberosus,Red turban snail,315,300,15,225,23.07,0.02307,0.02210614,0.4650907,0.99,61,240ml,10:55,11:17,14/05/2021,8371,9601,,,
2,2,Start,Week 2,Saccharina,5,Pomaulax gibberosus,Red turban snail,510,500,10,230,19.57,0.01957,0.0112105,0.2276589,0.98,18,?,10:00,10:40,09/04/2021,157,194,Used D1Channel10 for background resp (broken sensor),,
7,7,End,Week 7,Unfed,9,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,44.35,0.04435,0.01064185,0.4719659,0.99,51,630ml,13:30,14:15,13/05/2021,401,440,,,
3,3,End,Week 7,Saccharina,5,Pomaulax gibberosus,Red turban snail,515,500,15,225,34.74,0.03474,0.01370384,0.4761374,0.99,70,240ml,7:25,7:50,15/05/2021,536,1845,,,
3,3,End,Week 7,Saccharina,5,Mesocentrotus franciscanus,Red sea urchin,305,300,5,235,12.12,0.01212,0.04122196,0.4905916,0.99,71,240ml,7:56,8:20,15/05/2021,1846,3285,,,
1,1,End,Week 7,Saccharina,1,Pomaulax gibberosus,Red turban snail,340,300,40,200,52.24,0.05224,0.01268271,0.495964,0.99,45,240ml,8:48,9:10,13/05/2021,119,130,,,
7,7,End,Week 7,Unfed,5,Pomaulax gibberosus,Red turban snail,530,500,30,210,37.42,0.03742,0.01377012,0.5152779,0.99,53,240ml,15:35,16:12,13/05/2021,521,557,,,
9,9,Start,Week 2,Unfed,8,Pomaulax gibberosus,Red turban snail,320,300,20,220,22.99,0.02299,0.009786752,0.2249974,1,34,240ml,11:35,12:15,10/04/2021,8569,10889,,,
3,3,End,Week 7,Saccharina,9,Pomaulax gibberosus,Red turban snail,515,500,15,225,26.39,0.02639,0.02036528,0.5373706,0.99,70,240ml,7:25,7:50,15/05/2021,537,1846,,,
6,6,Start,Week 2,Macrocystis,8,Pomaulax gibberosus,Red turban snail,310,300,10,230,20.28,0.02028,0.01091993,0.2214561,0.99,41,240ml,17:08,17:45,10/04/2021,22189,24490,,,
3,3,End,Week 7,Saccharina,2,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,19.37,0.01937,0.02881759,0.558607,0.99,71,240ml,7:56,8:20,15/05/2021,2047,2485,,,
4,4,Start,Week 2,Macrocystis,4,Mesocentrotus franciscanus,Red sea urchin,555,500,55,575,78.61,0.07861,0.01160242,0.9120662,1,6,630ml,10:50,11:26,08/04/2021,211,250,,,
8,8,End,Week 7,Unfed,9,Strongylocentrotus purpuratus,Purple sea urchin,545,500,45,585,62.75,0.06275,0.009084024,0.5713254,0.99,67,630ml,17:07,17:35,14/05/2021,26622,28678,,,
3,3,End,Week 7,Saccharina,3,Pomaulax gibberosus,Red turban snail,525,500,25,215,62.96,0.06296,0.009275552,0.5840655,0.99,70,240ml,7:25,7:50,15/05/2021,536,1845,,,
1,1,End,Week 7,Saccharina,3,Pomaulax gibberosus,Red turban snail,330,300,30,210,41.65,0.04165,0.01466949,0.6109843,0.99,45,240ml,8:48,9:10,13/05/2021,114,129,,,
5,5,Start,Week 2,Macrocystis,10,Pomaulax gibberosus,Red turban snail,310,300,10,230,14.05,0.01405,0.0155237,0.218108,0.98,22,240ml,13:30,14:10,09/04/2021,361,404,Used D1Channel10 for background resp (broken sensor),,
9,9,Start,Week 2,Unfed,1,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,48.85,0.04885,0.01253893,0.6115791,0.99,33,630ml,14:30,15:15,10/04/2021,18503,20350,,,
4,4,End,Week 7,Macrocystis,3,Pomaulax gibberosus,Red turban snail,320,300,20,220,47.18,0.04718,0.01306,0.6163232,0.99,47,240ml,10:10,10:30,13/05/2021,204,215,,,
4,4,Start,Week 2,Macrocystis,1,Strongylocentrotus purpuratus,Purple sea urchin,580,500,80,550,93.39,0.09339,0.01772427,1.655269,1,6,630ml,10:50,11:26,08/04/2021,211,250,,,
8,8,End,Week 7,Unfed,4,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,76.1,0.0761,0.008500398,0.6256271,0.99,67,630ml,17:07,17:35,14/05/2021,29773,31828,,,
9,9,Start,Week 2,Unfed,7,Pomaulax gibberosus,Red turban snail,310,300,10,230,18.12,0.01812,0.01203372,0.218051,0.99,34,240ml,11:35,12:15,10/04/2021,11000,12567,,,
1,1,Start,Week 2,Saccharina,3,Tegula pulligo,Dusky turban snail,33,30,3,237,7.81,0.00781,0.01896096,0.1480851,0.94,7,240ml,11:35,12:30,08/04/2021,258,309,,3,
8,8,Start,Week 2,Unfed,4,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,91.85,0.09185,0.007537974,0.6881811,0.99,26,630ml,17:20,18:00,09/04/2021,594,635,Used D1Channel10 for background resp (broken sensor),,
8,8,End,Week 7,Unfed,6,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,76.99,0.07699,0.009068371,0.698255,0.99,67,630ml,17:07,17:35,14/05/2021,29773,31828,,,
9,9,Start,Week 2,Unfed,4,Pomaulax gibberosus,Red turban snail,310,300,10,230,11.63,0.01163,0.01820723,0.2117501,1,34,240ml,11:35,12:15,10/04/2021,10247,12573,,,
2,2,Start,Week 2,Saccharina,6,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,68.94,0.06894,0.01030316,0.7103001,0.99,15,630ml,7:13,8:05,09/04/2021,15,41,Software crash; restarted at 7:43,,
9,9,Start,Week 2,Unfed,10,Pomaulax gibberosus,Red turban snail,315,300,15,225,20.61,0.02061,0.01003426,0.2068061,0.98,34,240ml,11:35,12:15,10/04/2021,11826,14146,,,
9,9,Start,Week 2,Unfed,7,Strongylocentrotus purpuratus,Purple sea urchin,570,500,70,560,103.26,0.10326,0.007273873,0.7413115,0.99,33,630ml,14:30,15:15,10/04/2021,18503,21350,,,
8,8,End,Week 7,Unfed,2,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,90.42,0.09042,0.008307094,0.7511274,0.99,67,630ml,17:07,17:35,14/05/2021,29773,31828,,,
6,6,Start,Week 2,Macrocystis,9,Strongylocentrotus purpuratus,Purple sea urchin,525,500,25,614,34.96,0.03496,0.02149344,0.7514106,0.99,39,630ml,17:55,18:15,10/04/2021,23693,25010,,,
5,5,Start,Week 2,Macrocystis,7,Strongylocentrotus purpuratus,Purple sea urchin,520,500,20,610,51.57,0.05157,0.0148979,0.7682848,0.99,20,630ml,12:09,12:40,09/04/2021,283,313,Used D1Channel10 for background resp (broken sensor),,
4,4,Start,Week 2,Macrocystis,4,Tegula pulligo,Dusky turban snail,35,30,5,235,10.7,0.0107,0.01646994,0.1762283,0.94,7,240ml,11:35,12:30,08/04/2021,258,309,,3,
8,8,Start,Week 2,Unfed,8,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,86.65,0.08665,0.009025065,0.7781731,0.99,26,630ml,17:20,18:00,09/04/2021,594,635,Used D1Channel10 for background resp (broken sensor),,
5,5,Start,Week 2,Macrocystis,9,Strongylocentrotus purpuratus,Purple sea urchin,510,500,10,620,35.5,0.0355,0.02362101,0.8385458,0.99,20,630ml,12:09,12:40,09/04/2021,283,313,Used D1Channel10 for background resp (broken sensor),,
9,9,Start,Week 2,Unfed,5,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,66.05,0.06605,0.01277503,0.8437908,0.99,33,630ml,14:30,15:15,10/04/2021,20400,21731,"stuck stir bar; restarted ch5, 8 and 9 at 14:51",,
8,8,End,Week 7,Unfed,7,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,83,0.083,0.01020324,0.8469491,0.99,67,630ml,17:07,17:35,14/05/2021,29773,31828,,,
6,6,Start,Week 2,Macrocystis,4,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,68.06,0.06806,0.01246558,0.8484071,0.99,37,630ml,15:25,15:45,10/04/2021,21355,22457,,,
3,3,Start,Week 2,Saccharina,7,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,56.24,0.05624,0.01538959,0.8655106,0.99,29,630ml,7:35,8:40,10/04/2021,808,3177,,,
5,5,End,Week 7,Macrocystis,5,Pomaulax gibberosus,Red turban snail,330,300,30,210,38.29,0.03829,0.02306439,0.8733767,0.99,61,240ml,10:55,11:17,14/05/2021,11625,12602,,,
6,6,End,Week 7,Macrocystis,1,Pomaulax gibberosus,Red turban snail,540,500,40,200,73.06,0.07306,0.01199981,0.8769316,0.99,76,240ml,11:05,11:30,15/05/2021,9689,11292,,,
6,6,Start,Week 2,Macrocystis,3,Mesocentrotus franciscanus,Red sea urchin,550,500,50,580,69.72,0.06972,0.01261153,0.8791038,0.99,39,630ml,17:55,18:15,10/04/2021,28485,29802,,,
5,5,Start,Week 2,Macrocystis,2,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,10.36,0.01036,0.08969378,0.8866002,0.99,21,240ml,12:45,13:15,09/04/2021,323,332,Used D1Channel10 for background resp (broken sensor),,
2,2,End,Week 7,Saccharina,2,Pomaulax gibberosus,Red turban snail,340,300,40,200,62.55,0.06255,0.01441521,0.9016715,0.99,56,240ml,7:50,8:15,14/05/2021,3557,4215,,,
4,4,Start,Week 2,Macrocystis,6,Tegula pulligo,Dusky turban snail,35,30,5,235,8.13,0.00813,0.02155412,0.175235,0.98,7,240ml,11:35,12:30,08/04/2021,258,309,,3,
5,5,End,Week 7,Macrocystis,1,Pomaulax gibberosus,Red turban snail,340,300,40,200,62.48,0.06248,0.01512959,0.9452969,0.99,61,240ml,10:55,11:17,14/05/2021,11522,12792,,,
8,8,Start,Week 2,Unfed,1,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,81.94,0.08194,0.01156732,0.9478263,0.99,27,630ml,18:10,19:00,09/04/2021,643,680,Used D1Channel10 for background resp (broken sensor),,
4,4,Start,Week 2,Macrocystis,7,Tegula pulligo,Dusky turban snail,31,30,1,239,4.21,0.00421,0.01793776,0.07551798,0.99,7,240ml,11:35,12:30,08/04/2021,258,309,,2,
6,6,Start,Week 2,Macrocystis,7,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,49,0.049,0.01994632,0.9773697,0.99,39,630ml,17:55,18:15,10/04/2021,26277,27594,,,
4,4,End,Week 7,Macrocystis,4,Strongylocentrotus purpuratus,Purple sea urchin,650,500,150,480,72.44,0.07244,0.01386067,1.004067,0.99,48,630ml,11:50,12:30,13/05/2021,300,323,,,
7,7,End,Week 7,Unfed,1,Strongylocentrotus purpuratus,Purple sea urchin,650,500,150,480,197.05,0.19705,0.005123821,1.009649,0.99,51,630ml,13:30,14:15,13/05/2021,401,440,,,
6,6,Start,Week 2,Macrocystis,10,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,89.72,0.08972,0.01156279,1.027855,0.99,37,630ml,15:25,15:45,10/04/2021,22927,24030,,,
3,3,Start,Week 2,Saccharina,8,Pomaulax gibberosus,Red turban snail,325,300,25,215,41.51,0.04151,0.004861317,0.2017933,0.87,31,240ml,9:55,10:25,10/04/2021,6749,8562,,,
8,8,Start,Week 2,Unfed,1,Strongylocentrotus purpuratus,Purple sea urchin,575,500,75,555,100.68,0.10068,0.01035776,1.042819,0.99,26,630ml,17:20,18:00,09/04/2021,610,635,Used D1Channel10 for background resp (broken sensor),,
2,2,Start,Week 2,Saccharina,1,Strongylocentrotus purpuratus,Purple sea urchin,570,500,70,560,91.49,0.09149,0.01204756,1.102231,0.99,16,630ml,10:55,11:25,09/04/2021,207,240,Used D1Channel10 for background resp (broken sensor),,
3,3,Start,Week 2,Saccharina,3,Strongylocentrotus purpuratus,Purple sea urchin,555,500,55,575,80.03,0.08003,0.01424223,1.133999,0.99,28,630ml,7:10,7:30,10/04/2021,0,807,added new time stamp,,
3,3,End,Week 7,Saccharina,1,Pomaulax gibberosus,Red turban snail,550,500,50,190,94.34,0.09434,0.01219007,1.150349,0.99,70,240ml,7:25,7:50,15/05/2021,537,1846,,,
1,1,End,Week 7,Saccharina,3,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,73.33,0.07333,0.01604356,1.176474,0.99,42,630ml,6:53,7:25,13/05/2021,0,16,,,
1,1,End,Week 7,Saccharina,1,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,80.29,0.08029,0.01638392,1.178873,0.99,43,630ml,7:35,7:55,13/05/2021,39,71,,,
6,6,Start,Week 2,Macrocystis,1,Strongylocentrotus purpuratus,Purple sea urchin,570,500,70,560,97.85,0.09785,0.0122601,1.199651,0.99,37,630ml,15:25,15:45,10/04/2021,21351,22453,,,
1,1,End,Week 7,Saccharina,6,Strongylocentrotus purpuratus,Purple sea urchin,530,500,30,600,57.43,0.05743,0.02121387,1.218312,0.99,42,630ml,6:53,7:25,13/05/2021,0,16,,,
4,4,End,Week 7,Macrocystis,2,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,66.61,0.06661,0.006161955,1.229217,0.99,48,630ml,11:50,12:30,13/05/2021,300,323,,,
1,1,End,Week 7,Saccharina,4,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,64.66,0.06466,0.01903463,1.230779,0.99,42,630ml,6:53,7:25,13/05/2021,0,16,,,
6,6,Start,Week 2,Macrocystis,9,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,63.3,0.0633,0.01992507,1.261257,0.99,37,630ml,15:25,15:45,10/04/2021,18765,19867,,,
7,7,End,Week 7,Unfed,5,Strongylocentrotus purpuratus,Purple sea urchin,620,500,120,510,159.73,0.15973,0.00810783,1.295064,0.99,51,630ml,13:30,14:15,13/05/2021,401,440,,,
3,3,End,Week 7,Saccharina,4,Pomaulax gibberosus,Red turban snail,520,500,20,220,44.13,0.04413,0.03026742,1.335919,0.99,70,240ml,7:25,7:50,15/05/2021,537,1846,,,
2,2,End,Week 7,Saccharina,1,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,66.73,0.06673,0.020209,1.348547,0.99,59,630ml,9:05,9:30,14/05/2021,7025,8048,,,
4,4,Start,Week 2,Macrocystis,5,Tegula pulligo,Dusky turban snail,31,30,1,239,4.27,0.00427,0.02536,0.1082872,0.99,7,240ml,11:35,12:30,08/04/2021,258,309,,3,
6,6,End,Week 7,Macrocystis,9,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,70.5,0.0705,0.01924973,1.364976,0.99,74,630ml,10:04,10:21,15/05/2021,4682,5689,,,
3,3,Start,Week 2,Saccharina,7,Strongylocentrotus purpuratus,Purple sea urchin,590,500,90,540,87.02,0.08702,0.01579192,1.374213,0.99,28,630ml,7:10,7:30,10/04/2021,0,657,added new time stamp,,
1,1,End,Week 7,Saccharina,5,Mesocentrotus franciscanus,Red sea urchin,320,300,20,220,17.04,0.01704,0.08114169,1.382654,0.99,44,240ml,8:10,8:40,13/05/2021,79,108,,,
2,2,End,Week 7,Saccharina,2,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,70.91,0.07091,0.01952271,1.384355,0.99,59,630ml,9:05,9:30,14/05/2021,7025,8048,,,
1,1,Start,Week 2,Saccharina,2,Tegula pulligo,Dusky turban snail,32,30,2,238,5.93,0.00593,0.01837164,0.1089438,0.99,7,240ml,11:35,12:30,08/04/2021,258,309,,3,
2,2,End,Week 7,Saccharina,3,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,70.13,0.07013,0.02014952,1.412933,0.99,59,630ml,9:05,9:30,14/05/2021,7025,8048,,,
3,3,Start,Week 2,Saccharina,9,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,80.83,0.08083,0.01762746,1.424827,0.99,28,630ml,7:10,7:30,10/04/2021,0,807,added new time stamp,,
6,6,End,Week 7,Macrocystis,3,Strongylocentrotus purpuratus,Purple sea urchin,575,500,75,555,99.37,0.09937,0.01441145,1.432353,0.99,74,630ml,10:04,10:21,15/05/2021,6923,7929,,,
3,3,End,Week 7,Saccharina,2,Strongylocentrotus purpuratus,Purple sea urchin,340,300,40,590,60.44,0.06044,0.02439805,1.474293,0.99,72,630ml,9:20,9:45,15/05/2021,5553,6922,,,
6,6,Start,Week 2,Macrocystis,3,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,101.44,0.10144,0.01469022,1.490176,0.99,37,630ml,15:25,15:45,10/04/2021,21354,22457,,,
6,6,End,Week 7,Macrocystis,5,Strongylocentrotus purpuratus,Purple sea urchin,580,500,80,550,101.24,0.10124,0.01509989,1.528352,0.99,74,630ml,10:04,10:21,15/05/2021,6923,7929,,,
3,3,Start,Week 2,Saccharina,5,Strongylocentrotus purpuratus,Purple sea urchin,600,500,100,530,103.34,0.10334,0.01480979,1.530444,0.99,28,630ml,7:10,7:30,10/04/2021,0,807,added new time stamp,,
5,5,End,Week 7,Macrocystis,5,Strongylocentrotus purpuratus,Purple sea urchin,545,500,45,585,76.17,0.07617,0.02034196,1.549461,0.99,60,630ml,10:25,10:45,14/05/2021,10243,11521,,,
5,5,Start,Week 2,Macrocystis,7,Strongylocentrotus purpuratus,Purple sea urchin,600,500,100,530,118.94,0.11894,0.013085,1.556329,0.99,19,630ml,11:35,12:00,09/04/2021,248,275,,,
2,2,End,Week 7,Saccharina,8,Strongylocentrotus purpuratus,Purple sea urchin,610,500,110,520,138.79,0.13879,0.01144213,1.573305,0.99,57,630ml,9:40,10:15,14/05/2021,7904,10097,,,
9,9,Start,Week 2,Unfed,2,Pomaulax gibberosus,Red turban snail,310,300,10,230,16.87,0.01687,0.01186168,0.2001065,0.99,34,240ml,11:35,12:15,10/04/2021,11493,13819,,,
3,3,Start,Week 2,Saccharina,1,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,77.08,0.07708,0.02075384,1.599706,0.99,28,630ml,7:10,7:30,10/04/2021,0,807,added new time stamp,,
5,5,End,Week 7,Macrocystis,4,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,93.85,0.09385,0.01858953,1.744556,0.99,60,630ml,10:25,10:45,14/05/2021,10243,11521,,,
1,1,End,Week 7,Saccharina,7,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,92.36,0.09236,0.01623512,1.806229,0.99,42,630ml,6:53,7:25,13/05/2021,0,16,,,
8,8,Start,Week 2,Unfed,9,Pomaulax gibberosus,Red turban snail,320,300,20,220,20.2,0.0202,0.01037325,0.1949738,1,24,240ml,15:20,15:40,09/04/2021,480,526,Used D1Channel10 for background resp (broken sensor),,
3,3,End,Week 7,Saccharina,4,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,82.01,0.08201,0.0233197,1.913588,0.99,69,630ml,7:09,7:18,15/05/2021,0,536,,,
4,4,End,Week 7,Macrocystis,6,Pomaulax gibberosus,Red turban snail,345,300,45,195,80.99,0.08099,0.02685914,2.175322,0.99,47,240ml,10:10,10:30,13/05/2021,197,215,,,
6,6,End,Week 7,Macrocystis,1,Strongylocentrotus purpuratus,Purple sea urchin,610,500,110,520,118.82,0.11882,0.01653366,2.218596,0.99,74,630ml,10:04,10:21,15/05/2021,6924,7370,,,
4,4,End,Week 7,Macrocystis,3,Strongylocentrotus purpuratus,Purple sea urchin,635,500,135,495,170.25,0.17025,0.02805707,4.776717,0.99,48,630ml,11:50,12:30,13/05/2021,300,313,,,
6,6,Start,Week 2,Macrocystis,5,Mesocentrotus franciscanus,Red sea urchin,550,500,50,580,74.64,0.07464,0.06994138,5.220425,0.99,39,630ml,17:55,18:15,10/04/2021,26660,27577,,,
7,7,End,Week 7,Unfed,5,Mesocentrotus franciscanus,Red sea urchin,305,300,5,235,5.33,0.00533,0.01092194,0.05821393,1,54,?,16:17,17:20,13/05/2021,563,633,,,
7,7,Start,Week 2,Unfed,3,Tegula pulligo,Dusky turban snail,34,30,4,236,4.51,0.00451,0.01626186,0.0818097,1,14,240ml,8:10,9:05,09/04/2021,50,102,Used D1Channel10 for background resp (broken sensor),3,
7,7,End,Week 7,Unfed,1,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,12.62,0.01262,0.007104489,0.08965865,1,54,?,16:17,17:20,13/05/2021,563,633,,,
8,8,Start,Week 2,Unfed,10,Pomaulax gibberosus,Red turban snail,315,300,15,225,18.02,0.01802,0.01257097,0.1869383,1,24,240ml,15:20,15:40,09/04/2021,480,526,Used D1Channel10 for background resp (broken sensor),,
